# Path to train file: 
/content/drive/MyDrive/Project/new_compact_dataset_2.h5
# Start time: 
21-Apr-2024 17.33.15
# Training loss                         Validation loss
0.004056729841977358                    0.004056729841977358
0.0038176393136382103                   0.004056729841977358
0.003979564178735018                    0.004056729841977358
0.0040250676684081554                   0.004056729841977358
0.004158165771514177                    0.004056729841977358
0.004196450114250183                    0.004056729841977358
0.0041960459202528                      0.004056729841977358
0.004247341305017471                    0.004056729841977358
0.0042689889669418335                   0.004056729841977358
0.004280256573110819                    0.004056729841977358
0.004358657170087099                    0.004056729841977358
0.004376705270260572                    0.004056729841977358
0.004358311649411917                    0.004056729841977358
0.004389929585158825                    0.004056729841977358
0.004401870537549257                    0.004056729841977358
0.004497967194765806                    0.004056729841977358
0.0045003751292824745                   0.004056729841977358
0.004488534294068813                    0.004056729841977358
0.004494496621191502                    0.004056729841977358
0.004517712630331516                    0.004056729841977358
0.004569984506815672                    0.004056729841977358
0.004577696323394775                    0.004056729841977358
0.0045531815849244595                   0.004056729841977358
0.004561837296932936                    0.004056729841977358
0.004569480195641518                    0.004056729841977358
0.004619082901626825                    0.004056729841977358
0.004592138342559338                    0.004056729841977358
0.004574067424982786                    0.004056729841977358
0.004551464691758156                    0.004056729841977358
0.004527858924120665                    0.004056729841977358
0.004543690010905266                    0.004056729841977358
0.00452766427770257                     0.004056729841977358
0.004530108068138361                    0.004056729841977358
0.004513558465987444                    0.004056729841977358
0.004508538171648979                    0.004056729841977358
0.004514391999691725                    0.004056729841977358
0.004475993104279041                    0.004056729841977358
0.004462448414415121                    0.004056729841977358
0.00444114999845624                     0.004056729841977358
0.004425132647156715                    0.004056729841977358
0.004423916339874268                    0.004056729841977358
0.004417926538735628                    0.004056729841977358
0.00442219665274024                     0.004056729841977358
0.00442512845620513                     0.004056729841977358
0.004455416928976774                    0.004056729841977358
0.004447040148079395                    0.004056729841977358
0.004459057934582233                    0.004056729841977358
0.004462298005819321                    0.004056729841977358
0.004493058193475008                    0.004056729841977358
0.004491699393838644                    0.004056729841977358
0.004493784625083208                    0.004056729841977358
0.004488582722842693                    0.004056729841977358
0.004495514556765556                    0.004056729841977358
0.004507547244429588                    0.004056729841977358
0.0044952137395739555                   0.004056729841977358
0.004494712222367525                    0.004056729841977358
0.004498942755162716                    0.004056729841977358
0.004511326085776091                    0.004056729841977358
0.004505455959588289                    0.004056729841977358
0.004506750963628292                    0.004056729841977358
0.0045045106671750546                   0.004056729841977358
0.0045197694562375546                   0.004056729841977358
0.004517287015914917                    0.004056729841977358
0.004520248621702194                    0.004056729841977358
0.004518930800259113                    0.004056729841977358
0.004522392060607672                    0.004056729841977358
0.0045322454534471035                   0.004056729841977358
0.004535758402198553                    0.004056729841977358
0.004536550957709551                    0.004056729841977358
0.004541398026049137                    0.004056729841977358
0.004543042741715908                    0.004056729841977358
0.004531222861260176                    0.004056729841977358
0.004519789479672909                    0.004056729841977358
0.004509942140430212                    0.004056729841977358
0.004499965813010931                    0.004056729841977358
0.004494222812354565                    0.004056729841977358
0.00448211096227169                     0.004056729841977358
0.004474850371479988                    0.004056729841977358
0.004468654282391071                    0.004056729841977358
0.004463506396859884                    0.004056729841977358
0.004453537054359913                    0.004056729841977358
0.004443537909537554                    0.004056729841977358
0.0044403355568647385                   0.004056729841977358
0.0044346097856760025                   0.004056729841977358
0.004425131715834141                    0.004056729841977358
0.004420076031237841                    0.004056729841977358
0.004413946531713009                    0.004056729841977358
0.0044082761742174625                   0.004056729841977358
0.0043998477049171925                   0.004056729841977358
0.004399436060339212                    0.004056729841977358
