# Path to train file: 
/content/drive/MyDrive/Project/DeePore_Compact_Data.h5
# Start time: 
17-Apr-2024 12.12.55
# Training loss                         Validation loss
0.004097544122487307                    0.004097544122487307
0.003836902091279626                    0.004097544122487307
0.003938362002372742                    0.004097544122487307
0.004003535956144333                    0.004097544122487307
0.004128551576286554                    0.004097544122487307
0.0041270628571510315                   0.004097544122487307
0.0041824523359537125                   0.004097544122487307
0.004261754918843508                    0.004097544122487307
0.00430136127397418                     0.004097544122487307
0.004323793575167656                    0.004097544122487307
0.004390535410493612                    0.004097544122487307
0.004324456211179495                    0.004097544122487307
0.004267760086804628                    0.004097544122487307
0.004259930457919836                    0.004097544122487307
0.004217272158712149                    0.004097544122487307
0.004230319056659937                    0.004097544122487307
0.004198057111352682                    0.004097544122487307
0.004175632260739803                    0.004097544122487307
0.004159936215728521                    0.004097544122487307
0.004158856347203255                    0.004097544122487307
0.004156885668635368                    0.004097544122487307
0.004152271430939436                    0.004097544122487307
0.004121408797800541                    0.004097544122487307
0.004105932544916868                    0.004097544122487307
0.004100138787180185                    0.004097544122487307
0.004100606311112642                    0.004097544122487307
0.0040815104730427265                   0.004097544122487307
0.00406445050612092                     0.004097544122487307
0.004056082107126713                    0.004097544122487307
0.004030616953969002                    0.004097544122487307
0.00403797160834074                     0.004097544122487307
0.004031838849186897                    0.004097544122487307
0.004031709395349026                    0.004097544122487307
0.00402374193072319                     0.004097544122487307
0.004017016384750605                    0.004097544122487307
0.004010231699794531                    0.004097544122487307
0.003987082280218601                    0.004097544122487307
0.003976172301918268                    0.004097544122487307
0.003968759905546904                    0.004097544122487307
0.003962560091167688                    0.004097544122487307
0.003960844594985247                    0.004097544122487307
0.00397089309990406                     0.004097544122487307
0.003992361016571522                    0.004097544122487307
0.004005787428468466                    0.004097544122487307
0.004035872407257557                    0.004097544122487307
0.004038332495838404                    0.004097544122487307
0.0040474943816661835                   0.004097544122487307
0.004064041189849377                    0.004097544122487307
0.004098813980817795                    0.004097544122487307
0.00409582769498229                     0.004097544122487307
0.004089852329343557                    0.004097544122487307
0.004077162593603134                    0.004097544122487307
0.004068288952112198                    0.004097544122487307
0.004064907319843769                    0.004097544122487307
0.0040551102720201015                   0.004097544122487307
0.004049211274832487                    0.004097544122487307
0.004052069038152695                    0.004097544122487307
0.004052117932587862                    0.004097544122487307
0.0040459721349179745                   0.004097544122487307
0.0040399739518761635                   0.004097544122487307
0.004037787206470966                    0.004097544122487307
0.004044727422297001                    0.004097544122487307
0.004037057980895042                    0.004097544122487307
0.00403164466843009                     0.004097544122487307
0.004026409238576889                    0.004097544122487307
0.004020748194307089                    0.004097544122487307
0.004020329564809799                    0.004097544122487307
0.004029521252959967                    0.004097544122487307
0.004039096646010876                    0.004097544122487307
0.004051060415804386                    0.004097544122487307
0.004060214385390282                    0.004097544122487307
0.0040536546148359776                   0.004097544122487307
0.004054769407957792                    0.004097544122487307
0.004053337033838034                    0.004097544122487307
0.004050611052662134                    0.004097544122487307
0.004048570990562439                    0.004097544122487307
0.0040456079877913                      0.004097544122487307
0.00404745526611805                     0.004097544122487307
