DeePore output results including 15 single-value
paramters, 4 functions and 11 distributions
__________________________________________________
        ### Single-value parameters ###
__________________________________________________

Properties                              Value
--------------------------------------------------
Absolute Permeability (um2)             2.4558191
Formation Factor (ratio)                15.4394118
Cementation Factor (ratio)              2.045049
pore density (1/um3)                    9e-07
Tortuosity (ratio)                      1.3827737
Average Coordination Number             3.9353952
Average Throat Radius (um)              18.559952
Average Pore Radius (um)                33.3184675
Average Throat Length (um)              91.5693057
Pore to Throat Aspect ratio             3.8355256
Specific Surface (1/um)                 0.0187383
Pore Sphericity (ratio)                 0.7580553
Grain Sphericity (ratio)                0.8224538
Average Grain Radius (um)               46.6012045
Relative Young Module (ratio)           0.1313209

__________________________________________________
       ### Functions and distributions ###
__________________________________________________


# Leveret J Function (ratio)
--------------------------------------------------
Wetting-sat (Sw)                        Value
--------------------------------------------------
0.01                                    1.7882618
0.02                                    1.8291765
0.03                                    1.9805881
0.04                                    1.9104954
0.05                                    1.8251649
0.06                                    1.6280426
0.07                                    1.8154226
0.08                                    1.8726507
0.09                                    1.9103178
0.1                                     1.7574162
0.11                                    1.679595
0.12                                    1.528226
0.13                                    1.6478029
0.14                                    1.6607906
0.15                                    1.5141326
0.16                                    1.8296054
0.17                                    1.6448844
0.18                                    1.8983864
0.19                                    1.6258316
0.2                                     1.6365554
0.21                                    1.5910701
0.22                                    1.8583728
0.23                                    1.7145585
0.24                                    1.6497985
0.25                                    1.5760741
0.26                                    0.9042298
0.27                                    1.6834867
0.28                                    1.6484155
0.29                                    1.7182176
0.3                                     1.471442
0.31                                    1.6051031
0.32                                    1.7824123
0.33                                    1.4983094
0.34                                    1.6954775
0.35                                    1.7766149
0.36                                    1.4501936
0.37                                    1.728148
0.38                                    1.5873711
0.39                                    1.5621015
0.4                                     1.7024938
0.41                                    1.8481216
0.42                                    1.7014493
0.43                                    1.5104419
0.44                                    1.5021876
0.45                                    1.6689673
0.46                                    1.6504048
0.47                                    1.3073197
0.48                                    1.6692924
0.49                                    1.5873759
0.5                                     1.8003814
0.51                                    1.8489969
0.52                                    1.6583281
0.53                                    1.9410256
0.54                                    1.6532127
0.55                                    1.5499185
0.56                                    1.7222187
0.57                                    1.6956773
0.58                                    1.7906093
0.59                                    1.5900379
0.6                                     1.604771
0.61                                    1.7002831
0.62                                    1.5646533
0.63                                    1.7939113
0.64                                    1.6203782
0.65                                    1.5650528
0.66                                    1.594367
0.67                                    1.3874725
0.68                                    1.5125619
0.69                                    1.4270192
0.7                                     0.8980116
0.71                                    1.6058246
0.72                                    1.6447848
0.73                                    1.4331497
0.74                                    1.5041694
0.75                                    1.5173025
0.76                                    1.570083
0.77                                    1.7034112
0.78                                    1.536475
0.79                                    1.6243504
0.8                                     1.6679664
0.81                                    1.4747599
0.82                                    3.4920653
0.83                                    1.5969513
0.84                                    1.6007909
0.85                                    1.488184
0.86                                    1.7826467
0.87                                    1.3866171
0.88                                    1.4931902
0.89                                    1.5156701
0.9                                     1.514348
0.91                                    1.3370531
