DeePore output results including 15 single-value
paramters, 4 functions and 11 distributions
__________________________________________________
        ### Single-value parameters ###
__________________________________________________

Properties                              Value
--------------------------------------------------
Absolute Permeability (um2)             2.3412985
Formation Factor (ratio)                5.8587983
Cementation Factor (ratio)              1.8316209
pore density (1/um3)                    1e-06
Tortuosity (ratio)                      1.2137936
Average Coordination Number             4.463596
Average Throat Radius (um)              21.086232
Average Pore Radius (um)                33.5400032
Average Throat Length (um)              105.1248935
Pore to Throat Aspect ratio             2.8015263
Specific Surface (1/um)                 0.0310471
Pore Sphericity (ratio)                 0.7990456
Grain Sphericity (ratio)                0.8281241
Average Grain Radius (um)               53.1861927
Relative Young Module (ratio)           0.345663

__________________________________________________
       ### Functions and distributions ###
__________________________________________________


# Leveret J Function (ratio)
--------------------------------------------------
Wetting-sat (Sw)                        Value
--------------------------------------------------
0.01                                    0.4106789
0.02                                    0.3053142
0.03                                    0.2965938
0.04                                    0.2594634
0.05                                    0.4470694
0.06                                    0.2780869
0.07                                    0.2118387
0.08                                    0.1872473
0.09                                    0.2773853
0.1                                     0.2304685
0.11                                    0.2271365
0.12                                    0.1530748
0.13                                    0.2086084
0.14                                    0.1100976
0.15                                    0.1157742
0.16                                    0.1323006
0.17                                    0.1848023
0.18                                    0.166975
0.19                                    0.1367787
0.2                                     0.1597914
0.21                                    0.1028528
0.22                                    0.1070637
0.23                                    0.1895568
0.24                                    0.1081393
0.25                                    0.1419558
0.26                                    0.2028896
0.27                                    0.1095211
0.28                                    0.0994665
0.29                                    0.1370875
0.3                                     0.112157
0.31                                    0.0902832
0.32                                    0.0970679
0.33                                    0.1477849
0.34                                    0.1234878
0.35                                    0.1533346
0.36                                    0.0540136
0.37                                    0.0798671
0.38                                    0.1422777
0.39                                    0.0920371
0.4                                     0.1665015
0.41                                    0.1234086
0.42                                    0.1028311
0.43                                    0.107574
0.44                                    0.1461631
0.45                                    0.1213913
0.46                                    0.0810601
0.47                                    0.0966922
0.48                                    0.1196897
0.49                                    0.0991298
0.5                                     0.0764122
0.51                                    0.087087
0.52                                    0.0856068
0.53                                    0.1118352
0.54                                    0.0538639
0.55                                    0.1320265
0.56                                    0.0938846
0.57                                    0.1267687
0.58                                    0.0455492
