DeePore output results including 15 single-value
paramters, 4 functions and 11 distributions
__________________________________________________
        ### Single-value parameters ###
__________________________________________________

Properties                              Value
--------------------------------------------------
Absolute Permeability (um2)             4.495556
Formation Factor (ratio)                8.7240294
Cementation Factor (ratio)              2.1021358
pore density (1/um3)                    1.3e-06
Tortuosity (ratio)                      1.3257821
Average Coordination Number             4.684594
Average Throat Radius (um)              18.8479775
Average Pore Radius (um)                32.4849643
Average Throat Length (um)              89.9453545
Pore to Throat Aspect ratio             3.5530294
Specific Surface (1/um)                 0.0223268
Pore Sphericity (ratio)                 0.7799549
Grain Sphericity (ratio)                0.8150237
Average Grain Radius (um)               45.1282749
Relative Young Module (ratio)           0.0937833

__________________________________________________
       ### Functions and distributions ###
__________________________________________________


# Leveret J Function (ratio)
--------------------------------------------------
Wetting-sat (Sw)                        Value
--------------------------------------------------
0.01                                    1.7031304
0.02                                    2.0609612
0.03                                    1.8481967
0.04                                    1.8269927
0.05                                    1.7638771
0.06                                    1.8362987
0.07                                    1.8543677
0.08                                    1.7253175
0.09                                    1.8721731
0.1                                     1.9676414
0.11                                    1.8763727
0.12                                    1.7157459
0.13                                    1.9890798
0.14                                    1.8017618
0.15                                    1.6183377
0.16                                    2.1485288
0.17                                    1.837351
0.18                                    1.7697754
0.19                                    1.6951885
0.2                                     2.0022068
0.21                                    1.6133491
0.22                                    1.6862653
0.23                                    1.5164001
0.24                                    1.8143957
0.25                                    2.0367001
0.26                                    1.722267
0.27                                    2.019197
0.28                                    1.7390336
0.29                                    1.9055311
0.3                                     1.7257804
0.31                                    1.6031479
0.32                                    1.8339348
0.33                                    1.6957644
0.34                                    1.8844336
0.35                                    2.1099561
0.36                                    1.8164513
0.37                                    1.5994946
0.38                                    1.6720543
0.39                                    1.8190755
0.4                                     1.6448115
0.41                                    1.6353311
0.42                                    1.7589571
0.43                                    1.6808686
0.44                                    1.3066851
0.45                                    1.3684452
0.46                                    1.425311
0.47                                    1.7017348
0.48                                    1.7467752
0.49                                    1.6112122
0.5                                     1.5179413
0.51                                    1.5416596
0.52                                    1.9944923
0.53                                    2.0676595
0.54                                    1.7925622
0.55                                    1.6515808
0.56                                    1.7190997
0.57                                    1.8382496
0.58                                    1.6441403
0.59                                    1.6500073
0.6                                     1.5140325
0.61                                    1.742515
0.62                                    1.9448043
0.63                                    1.5635778
0.64                                    1.5467111
0.65                                    1.5725318
0.66                                    1.2429877
0.67                                    1.4004166
0.68                                    1.7814164
0.69                                    1.8783292
0.7                                     1.7435764
0.71                                    1.7261107
0.72                                    2.0135318
0.73                                    2.0303942
0.74                                    1.6781322
0.75                                    1.9337011
0.76                                    1.7597817
0.77                                    1.5855111
0.78                                    1.7363999
0.79                                    2.0129637
0.8                                     2.0558527
0.81                                    1.4987554
0.82                                    1.3158354
0.83                                    1.7280801
0.84                                    1.7082652
0.85                                    1.9403048
0.86                                    1.735875
0.87                                    1.7027936
0.88                                    1.7046713
0.89                                    2.1567684
0.9                                     1.745932
0.91                                    1.8722852
0.92                                    2.1997138
0.93                                    2.0112504
0.94                                    1.7086873
0.95                                    1.4909759
0.96                                    1.810986
0.97                                    1.6900453
0.98                                    1.6490943
0.99                                    1.3482
1.0                                     1.3400954


# Wetting Relative Permeability (fraction)
--------------------------------------------------
Wetting-sat (Sw)                        Value
--------------------------------------------------
0.01                                    0.2531479
0.02                                    0.240818
0.03                                    0.2910361
0.04                                    0.323509
0.05                                    0.2427951
0.06                                    0.218577
0.07                                    0.2559151
0.08                                    0.2979241
0.09                                    0.3024409
0.1                                     0.2286051
0.11                                    0.2598037
0.12                                    0.2516194
0.13                                    0.2948262
0.14                                    0.2406644
0.15                                    0.2438902
0.16                                    0.314187
0.17                                    0.2037574
0.18                                    0.2455724
0.19                                    0.2905226
0.2                                     0.3221304
0.21                                    0.2651305
0.22                                    0.2835726
0.23                                    0.2785924
0.24                                    0.2672056
0.25                                    0.3115521
0.26                                    0.2417394
0.27                                    0.24802
0.28                                    0.3397339
0.29                                    0.2979507
0.3                                     0.2891546
0.31                                    0.3003057
0.32                                    0.2437114
0.33                                    0.3553745
0.34                                    0.2933827
0.35                                    0.2589773
0.36                                    0.3221703
0.37                                    0.3378239
0.38                                    0.3368811
0.39                                    0.2735569
0.4                                     0.2618446
0.41                                    0.2218669
0.42                                    0.295691
0.43                                    0.3113006
0.44                                    0.3359125
0.45                                    0.3602028
0.46                                    0.3230275
0.47                                    0.338765
0.48                                    0.2865985
0.49                                    0.3544059
0.5                                     0.3653362
0.51                                    0.3433761
0.52                                    0.3518345
0.53                                    0.3773772
0.54                                    0.2769073
0.55                                    0.3568627
0.56                                    0.3358251
0.57                                    0.319821
0.58                                    0.3171658
0.59                                    0.4072957
0.6                                     0.3524715
0.61                                    0.3673705
0.62                                    0.4546375
0.63                                    0.4071454
0.64                                    0.448943
0.65                                    0.377008
0.66                                    0.3523847
0.67                                    0.402731
0.68                                    0.4000705
0.69                                    0.3448308
0.7                                     0.3966906
0.71                                    0.3532318
0.72                                    0.4251791
0.73                                    0.4405691
0.74                                    0.5257692
0.75                                    0.5201121
0.76                                    0.5262032
0.77                                    0.4470945
0.78                                    0.4994465
0.79                                    0.4898914
0.8                                     0.5583473
0.81                                    0.4567325
0.82                                    0.4705611
0.83                                    0.5942654
0.84                                    0.5062721
0.85                                    0.4473926
0.86                                    0.4424366
0.87                                    0.5264811
0.88                                    0.5221664
0.89                                    0.584818
0.9                                     0.5042886
0.91                                    0.5569094
0.92                                    0.5375746
0.93                                    0.5592412
0.94                                    0.5467838
0.95                                    0.5830473
0.96                                    0.6419577
0.97                                    0.6112673
0.98                                    0.5791452
0.99                                    0.5589069
1.0                                     0.7499623


# Non-Wetting Relative Permeability (fraction)
--------------------------------------------------
Wetting-sat (Sw)                        Value
--------------------------------------------------
0.01                                    0.7781275
0.02                                    0.7078145
0.03                                    0.6889417
0.04                                    0.7164562
0.05                                    0.7553618
0.06                                    0.5759504
0.07                                    0.6813152
0.08                                    0.6536502
0.09                                    0.648975
0.1                                     0.6697972
0.11                                    0.5941648
0.12                                    0.6693453
0.13                                    0.608649
0.14                                    0.5767117
0.15                                    0.5870858
0.16                                    0.6044358
0.17                                    0.6218546
0.18                                    0.5881924
0.19                                    0.5913583
0.2                                     0.5790742
0.21                                    0.5929493
0.22                                    0.4845434
0.23                                    0.4973404
0.24                                    0.5049435
0.25                                    0.569715
0.26                                    0.4737044
0.27                                    0.5644133
0.28                                    0.4624998
0.29                                    0.4800868
0.3                                     0.5259108
0.31                                    0.4938069
0.32                                    0.515164
0.33                                    0.5310646
0.34                                    0.5443797
0.35                                    0.5283678
0.36                                    0.4717889
0.37                                    0.563944
0.38                                    0.5312051
0.39                                    0.4601939
0.4                                     0.4669148
0.41                                    0.5064047
0.42                                    0.5576329
0.43                                    0.5293707
0.44                                    0.4341487
0.45                                    0.4701793
0.46                                    0.4565734
0.47                                    0.4848346
0.48                                    0.4467862
0.49                                    0.4447218
0.5                                     0.4082049
0.51                                    0.4647742
0.52                                    0.4848257
0.53                                    0.5025048
0.54                                    0.4224147
0.55                                    0.5033159
0.56                                    0.4800938
0.57                                    0.4491212
0.58                                    0.4289326
0.59                                    0.4758135
0.6                                     0.4270454
0.61                                    0.500047
0.62                                    0.4089037
0.63                                    0.4826929
0.64                                    0.3558953
0.65                                    0.4685677
0.66                                    0.4574095
0.67                                    0.4691229
0.68                                    0.4168751
0.69                                    0.4064572
0.7                                     0.4822827
0.71                                    0.4477317
0.72                                    0.5021369
0.73                                    0.4257558
0.74                                    0.4543603
0.75                                    0.3959009
0.76                                    0.4061642
0.77                                    0.5262781
0.78                                    0.4413048
0.79                                    0.4869271
0.8                                     0.4062616
0.81                                    0.3289257
0.82                                    0.4007337
0.83                                    0.3794973
0.84                                    0.3877592
0.85                                    0.3486491
0.86                                    0.3798252
0.87                                    0.3411963
0.88                                    0.2785761
0.89                                    0.3686183
0.9                                     0.315037
0.91                                    0.3057657
0.92                                    0.3143514
0.93                                    0.2720439
0.94                                    0.3198324
0.95                                    0.269529
0.96                                    0.283214
0.97                                    0.3452383
0.98                                    0.2925726
0.99                                    0.2759846
1.0                                     0.2619871


# Two-point Correlation Function (1/um)
--------------------------------------------------
lag (px)                                Value
--------------------------------------------------
0.5                                     0.062325
1.0                                     0.0640739
1.5                                     0.0633107
2.0                                     0.0595408
2.5                                     0.0595713
3.0                                     0.0645813
3.5                                     0.0631594
4.0                                     0.0596306
4.5                                     0.0584202
5.0                                     0.0619192
5.5                                     0.0580531
6.0                                     0.0592236
6.5                                     0.0594566
7.0                                     0.0554047
7.5                                     0.0520055
8.0                                     0.0544075
8.5                                     0.0514761
9.0                                     0.0589013
9.5                                     0.0555476
10.0                                    0.0528627
10.5                                    0.062674
11.0                                    0.0493666
11.5                                    0.0581861
12.0                                    0.0524882
12.5                                    0.0539396
13.0                                    0.0517068
13.5                                    0.0578125
14.0                                    0.0581886
14.5                                    0.0516945
15.0                                    0.0471952
15.5                                    0.048567
16.0                                    0.0517021
16.5                                    0.051845
17.0                                    0.0502562
17.5                                    0.047865
18.0                                    0.0472913
18.5                                    0.0506291
19.0                                    0.0467149
19.5                                    0.0506367
20.0                                    0.0526124
20.5                                    0.0487214
21.0                                    0.0495092
21.5                                    0.0508664
22.0                                    0.0473889
22.5                                    0.0477877
23.0                                    0.0451375
23.5                                    0.0448805
24.0                                    0.0468137
24.5                                    0.0485365
25.0                                    0.0490365
25.5                                    0.0489114
26.0                                    0.0481848
26.5                                    0.0476798
27.0                                    0.0449268
27.5                                    0.0522634
28.0                                    0.0516009
28.5                                    0.0431373
29.0                                    0.053092
29.5                                    0.0456946
30.0                                    0.0425351
30.5                                    0.0515686
31.0                                    0.0489045
31.5                                    0.0513911
32.0                                    0.0463179
32.5                                    0.0480606
33.0                                    0.0486131
33.5                                    0.0501115
34.0                                    0.0502943
34.5                                    0.0453276
35.0                                    0.0486467
35.5                                    0.0444768
36.0                                    0.0519533
36.5                                    0.05072
37.0                                    0.0509061
37.5                                    0.0503342
38.0                                    0.0421203
38.5                                    0.0434471
39.0                                    0.0381855
39.5                                    0.0461031
40.0                                    0.053485
40.5                                    0.0468924
41.0                                    0.052412
41.5                                    0.0520523
42.0                                    0.0447853
42.5                                    0.0534933
43.0                                    0.0440395
43.5                                    0.046371
44.0                                    0.0516223
44.5                                    0.0442086
45.0                                    0.0463691
45.5                                    0.0507031
46.0                                    0.0429719
46.5                                    0.046159
47.0                                    0.0505392
47.5                                    0.0456922
48.0                                    0.0447298
48.5                                    0.0470208
49.0                                    0.044553
49.5                                    0.0439673
50.0                                    0.0460664


# Pore Radius Distribution (um)
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    86.5097534
0.02                                    86.1418353
0.03                                    77.4608245
0.04                                    77.1242332
0.05                                    93.6968275
0.06                                    79.5924671
0.07                                    89.0325089
0.08                                    82.2117359
0.09                                    97.419976
0.1                                     84.959038
0.11                                    107.9153953
0.12                                    100.7781972
0.13                                    106.7272207
0.14                                    85.0493641
0.15                                    101.8389464
0.16                                    93.9267441
0.17                                    90.3845742
0.18                                    80.7534817
0.19                                    103.1402024
0.2                                     108.8318968
0.21                                    106.0482754
0.22                                    127.8595257
0.23                                    98.2739016
0.24                                    89.1450712
0.25                                    113.1016583
0.26                                    112.8766029
0.27                                    108.2570578
0.28                                    102.1208927
0.29                                    104.3690965
0.3                                     106.5420721
0.31                                    104.3726232
0.32                                    92.3889663
0.33                                    107.4125805
0.34                                    110.4311181
0.35                                    105.6435235
0.36                                    95.6000284
0.37                                    98.4130862
0.38                                    92.9500869
0.39                                    118.2930564
0.4                                     85.2819339
0.41                                    88.8738741
0.42                                    114.6857864
0.43                                    106.4455456
0.44                                    114.252584
0.45                                    105.7462831
0.46                                    122.5382623
0.47                                    89.6030825
0.48                                    111.6213091
0.49                                    101.0315049
0.5                                     123.5966044
0.51                                    100.1053176
0.52                                    105.8502388
0.53                                    113.3743901
0.54                                    122.9100484
