DeePore output results including 15 single-value
paramters, 4 functions and 11 distributions
__________________________________________________
        ### Single-value parameters ###
__________________________________________________

Properties                              Value
--------------------------------------------------
Absolute Permeability (um2)             2.9699342
Formation Factor (ratio)                10.7740112
Cementation Factor (ratio)              2.2421951
pore density (1/um3)                    1.1e-06
Tortuosity (ratio)                      1.3909331
Average Coordination Number             4.2036436
Average Throat Radius (um)              17.4941139
Average Pore Radius (um)                31.8484945
Average Throat Length (um)              92.6013937
Pore to Throat Aspect ratio             3.8719485
Specific Surface (1/um)                 0.0200963
Pore Sphericity (ratio)                 0.7668926
Grain Sphericity (ratio)                0.8154054
Average Grain Radius (um)               48.833224
Relative Young Module (ratio)           0.0998882

__________________________________________________
       ### Functions and distributions ###
__________________________________________________


# Leveret J Function (ratio)
--------------------------------------------------
Wetting-sat (Sw)                        Value
--------------------------------------------------
0.01                                    1.6846606
0.02                                    2.1553983
0.03                                    1.9895835
0.04                                    1.8444557
0.05                                    1.9787553
0.06                                    1.8511822
0.07                                    2.047399
0.08                                    1.7011549
0.09                                    2.0017814
0.1                                     2.1452053
0.11                                    1.8450083
0.12                                    2.0656326
0.13                                    2.1598822
0.14                                    2.0791758
0.15                                    1.9084505
0.16                                    2.3261115
0.17                                    2.0209459
0.18                                    1.8586134
0.19                                    1.9216471
0.2                                     2.3068125
0.21                                    1.6954438
0.22                                    1.9371447
0.23                                    1.8587673
0.24                                    2.1107632
0.25                                    1.9580246
0.26                                    1.9661039
0.27                                    2.0715525
0.28                                    1.9348348
0.29                                    2.0235606
0.3                                     2.1113078
0.31                                    1.8194858
0.32                                    1.9839646
0.33                                    1.8177396
0.34                                    1.8785409
0.35                                    2.2581318
0.36                                    1.880192
0.37                                    1.9672946
0.38                                    1.8605675
0.39                                    2.0842231
0.4                                     2.0269511
0.41                                    2.0388207
0.42                                    1.8615609
0.43                                    1.9183045
0.44                                    1.5793657
0.45                                    1.7557615
0.46                                    1.4746857
0.47                                    1.9041144
0.48                                    2.0274796
0.49                                    1.6824027
0.5                                     1.7055772
0.51                                    2.0159931
0.52                                    2.1779953
0.53                                    2.2530496
0.54                                    2.0599945
0.55                                    1.8597051
0.56                                    1.9327254
0.57                                    2.137546
0.58                                    1.8775657
0.59                                    1.9975768
0.6                                     1.7383346
0.61                                    1.8311095
0.62                                    2.21045
0.63                                    1.8800818
0.64                                    1.9597355
0.65                                    1.9133521
0.66                                    1.5554335
0.67                                    1.7042875
0.68                                    1.9402688
0.69                                    2.061202
0.7                                     2.1380619
0.71                                    1.9681255
0.72                                    2.0169572
0.73                                    2.0501913
0.74                                    1.7440773
0.75                                    2.1787716
0.76                                    1.9070602
0.77                                    1.7590816
0.78                                    1.7466365
0.79                                    2.0108437
0.8                                     2.097891
0.81                                    1.8810684
0.82                                    1.5185708
0.83                                    1.9750069
0.84                                    1.8274094
0.85                                    2.2976554
0.86                                    1.8941411
0.87                                    1.9235403
0.88                                    1.990482
0.89                                    2.3015849
0.9                                     1.828465
0.91                                    2.1085114
0.92                                    2.3183777
0.93                                    2.1031882
0.94                                    1.9303047
0.95                                    1.6424371
0.96                                    2.0380618
0.97                                    1.9732249
0.98                                    1.9722159
0.99                                    1.7341111
1.0                                     1.760358


# Wetting Relative Permeability (fraction)
--------------------------------------------------
Wetting-sat (Sw)                        Value
--------------------------------------------------
0.01                                    0.4065868
0.02                                    0.3987089
0.03                                    0.3768057
0.04                                    0.433562
0.05                                    0.4043975
0.06                                    0.3390833
0.07                                    0.3923
0.08                                    0.3830199
0.09                                    0.4263573
0.1                                     0.3635143
0.11                                    0.3676063
0.12                                    0.3344799
0.13                                    0.3994549
0.14                                    0.3362846
0.15                                    0.3477598
0.16                                    0.4160022
0.17                                    0.3120148
0.18                                    0.374954
0.19                                    0.3767536
0.2                                     0.4136721
0.21                                    0.3479365
0.22                                    0.394982
0.23                                    0.3949454
0.24                                    0.4159076
0.25                                    0.4538618
0.26                                    0.34009
0.27                                    0.3245911
0.28                                    0.4622231
0.29                                    0.4235923
0.3                                     0.404125
0.31                                    0.3572436
0.32                                    0.3922039
0.33                                    0.4288295
0.34                                    0.4132065
0.35                                    0.3500351
0.36                                    0.4315993
0.37                                    0.4442887
0.38                                    0.4425863
0.39                                    0.3473368
0.4                                     0.3587842
0.41                                    0.3277915
0.42                                    0.4254074
0.43                                    0.4188886
0.44                                    0.4347318
0.45                                    0.4562182
0.46                                    0.3966217
0.47                                    0.4035457
0.48                                    0.3586941
